"﻿""Donorregistratie""","""Perioden""","""Regio's""","""Donorregister, vastgelegde keuze (x 1 000)""" 
"""Niet geregistreerd in donorregister""","""2021*""","""Stichtse Vecht""","4,8"
"""Niet geregistreerd in donorregister""","""2019""","""Súdwest-Fryslân""","43,8"
"""Niet geregistreerd in donorregister""","""2020""","""Súdwest-Fryslân""","41,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Súdwest-Fryslân""","7,1"
"""Niet geregistreerd in donorregister""","""2019""","""Terneuzen""","28,5"
"""Niet geregistreerd in donorregister""","""2020""","""Terneuzen""","26,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Terneuzen""","3,8"
"""Niet geregistreerd in donorregister""","""2019""","""Terschelling""","2,6"
"""Niet geregistreerd in donorregister""","""2020""","""Terschelling""","2,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Terschelling""","0,3"
"""Niet geregistreerd in donorregister""","""2019""","""Texel""","6,9"
"""Niet geregistreerd in donorregister""","""2020""","""Texel""","6,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Texel""","0,9"
"""Niet geregistreerd in donorregister""","""2019""","""Teylingen""","17,6"
"""Niet geregistreerd in donorregister""","""2020""","""Teylingen""","16,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Teylingen""","2,9"
"""Niet geregistreerd in donorregister""","""2019""","""Tholen""","13,1"
"""Niet geregistreerd in donorregister""","""2020""","""Tholen""","12,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Tholen""",2
"""Niet geregistreerd in donorregister""","""2019""","""Tiel""",22
"""Niet geregistreerd in donorregister""","""2020""","""Tiel""","20,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Tiel""","3,4"
"""Niet geregistreerd in donorregister""","""2019""","""Tilburg""","108,3"
"""Niet geregistreerd in donorregister""","""2020""","""Tilburg""","103,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Tilburg""","15,8"
"""Niet geregistreerd in donorregister""","""2019""","""Tubbergen""","11,1"
"""Niet geregistreerd in donorregister""","""2020""","""Tubbergen""","10,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Tubbergen""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Twenterand""","18,2"
"""Niet geregistreerd in donorregister""","""2020""","""Twenterand""","17,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Twenterand""","2,9"
"""Niet geregistreerd in donorregister""","""2019""","""Tynaarlo""",16
"""Niet geregistreerd in donorregister""","""2020""","""Tynaarlo""",15
"""Niet geregistreerd in donorregister""","""2021*""","""Tynaarlo""","8,7"
"""Niet geregistreerd in donorregister""","""2019""","""Tytsjerksteradiel""","16,8"
"""Niet geregistreerd in donorregister""","""2020""","""Tytsjerksteradiel""","15,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Tytsjerksteradiel""","2,5"
"""Niet geregistreerd in donorregister""","""2019""","""Uden""","20,1"
"""Niet geregistreerd in donorregister""","""2020""","""Uden""",19
"""Niet geregistreerd in donorregister""","""2021*""","""Uden""","3,1"
"""Niet geregistreerd in donorregister""","""2019""","""Uitgeest""","6,1"
"""Niet geregistreerd in donorregister""","""2020""","""Uitgeest""","5,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Uitgeest""","1,1"
"""Niet geregistreerd in donorregister""","""2019""","""Uithoorn""",15
"""Niet geregistreerd in donorregister""","""2020""","""Uithoorn""","14,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Uithoorn""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Urk""","11,9"
"""Niet geregistreerd in donorregister""","""2020""","""Urk""","11,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Urk""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Utrecht (gemeente)""","166,4"
"""Niet geregistreerd in donorregister""","""2020""","""Utrecht (gemeente)""",161
"""Niet geregistreerd in donorregister""","""2021*""","""Utrecht (gemeente)""","24,2"
"""Niet geregistreerd in donorregister""","""2019""","""Utrechtse Heuvelrug""","23,7"
"""Niet geregistreerd in donorregister""","""2020""","""Utrechtse Heuvelrug""","22,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Utrechtse Heuvelrug""","3,9"
"""Niet geregistreerd in donorregister""","""2019""","""Vaals""","6,2"
"""Niet geregistreerd in donorregister""","""2020""","""Vaals""","5,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Vaals""","0,6"
"""Niet geregistreerd in donorregister""","""2019""","""Valkenburg aan de Geul""","8,2"
"""Niet geregistreerd in donorregister""","""2020""","""Valkenburg aan de Geul""","7,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Valkenburg aan de Geul""",1
"""Niet geregistreerd in donorregister""","""2019""","""Valkenswaard""","14,4"
"""Niet geregistreerd in donorregister""","""2020""","""Valkenswaard""","13,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Valkenswaard""",2
"""Niet geregistreerd in donorregister""","""2019""","""Veendam""","14,3"
"""Niet geregistreerd in donorregister""","""2020""","""Veendam""","13,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Veendam""","7,5"
"""Niet geregistreerd in donorregister""","""2019""","""Veenendaal""","33,2"
"""Niet geregistreerd in donorregister""","""2020""","""Veenendaal""","31,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Veenendaal""","5,2"
"""Niet geregistreerd in donorregister""","""2019""","""Veere""",11
"""Niet geregistreerd in donorregister""","""2020""","""Veere""","10,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Veere""","1,5"
"""Niet geregistreerd in donorregister""","""2019""","""Veldhoven""",21
"""Niet geregistreerd in donorregister""","""2020""","""Veldhoven""","19,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Veldhoven""","3,2"
"""Niet geregistreerd in donorregister""","""2019""","""Velsen""","35,3"
"""Niet geregistreerd in donorregister""","""2020""","""Velsen""","33,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Velsen""","4,9"
"""Niet geregistreerd in donorregister""","""2019""","""Venlo""","50,5"
"""Niet geregistreerd in donorregister""","""2020""","""Venlo""","47,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Venlo""","6,9"
"""Niet geregistreerd in donorregister""","""2019""","""Venray""","19,7"
"""Niet geregistreerd in donorregister""","""2020""","""Venray""","18,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Venray""",3
"""Niet geregistreerd in donorregister""","""2019""","""Vijfheerenlanden""","28,8"
"""Niet geregistreerd in donorregister""","""2020""","""Vijfheerenlanden""","27,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Vijfheerenlanden""","4,3"
"""Niet geregistreerd in donorregister""","""2019""","""Vlaardingen""","37,5"
"""Niet geregistreerd in donorregister""","""2020""","""Vlaardingen""","35,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Vlaardingen""",5
"""Niet geregistreerd in donorregister""","""2019""","""Vlieland""","0,6"
"""Niet geregistreerd in donorregister""","""2020""","""Vlieland""","0,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Vlieland""","0,1"
"""Niet geregistreerd in donorregister""","""2019""","""Vlissingen""","22,3"
"""Niet geregistreerd in donorregister""","""2020""","""Vlissingen""",21
"""Niet geregistreerd in donorregister""","""2021*""","""Vlissingen""","3,2"
"""Niet geregistreerd in donorregister""","""2019""","""Voerendaal""","5,9"
"""Niet geregistreerd in donorregister""","""2020""","""Voerendaal""","5,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Voerendaal""","0,8"
"""Niet geregistreerd in donorregister""","""2019""","""Voorschoten""","12,3"
"""Niet geregistreerd in donorregister""","""2020""","""Voorschoten""","11,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Voorschoten""","2,1"
"""Niet geregistreerd in donorregister""","""2019""","""Voorst""","12,1"
"""Niet geregistreerd in donorregister""","""2020""","""Voorst""","11,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Voorst""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Vught""","14,1"
"""Niet geregistreerd in donorregister""","""2020""","""Vught""","13,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Vught""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Waadhoeke""","22,9"
"""Niet geregistreerd in donorregister""","""2020""","""Waadhoeke""","21,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Waadhoeke""","3,6"
"""Niet geregistreerd in donorregister""","""2019""","""Waalre""","7,6"
"""Niet geregistreerd in donorregister""","""2020""","""Waalre""","7,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Waalre""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Waalwijk""","24,3"
"""Niet geregistreerd in donorregister""","""2020""","""Waalwijk""","23,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Waalwijk""","3,4"
"""Niet geregistreerd in donorregister""","""2019""","""Waddinxveen""",14
"""Niet geregistreerd in donorregister""","""2020""","""Waddinxveen""","13,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Waddinxveen""","2,1"
"""Niet geregistreerd in donorregister""","""2019""","""Wageningen""","18,8"
"""Niet geregistreerd in donorregister""","""2020""","""Wageningen""","18,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Wageningen""","2,7"
"""Niet geregistreerd in donorregister""","""2019""","""Wassenaar""","14,1"
"""Niet geregistreerd in donorregister""","""2020""","""Wassenaar""","13,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Wassenaar""","2,9"
"""Niet geregistreerd in donorregister""","""2019""","""Waterland""","8,7"
"""Niet geregistreerd in donorregister""","""2020""","""Waterland""","8,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Waterland""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Weert""","24,9"
"""Niet geregistreerd in donorregister""","""2020""","""Weert""","23,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Weert""","3,4"
"""Niet geregistreerd in donorregister""","""2019""","""Weesp""","9,4"
"""Niet geregistreerd in donorregister""","""2020""","""Weesp""","8,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Weesp""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""West Betuwe""","25,7"
"""Niet geregistreerd in donorregister""","""2020""","""West Betuwe""","24,7"
"""Niet geregistreerd in donorregister""","""2021*""","""West Betuwe""","4,2"
"""Niet geregistreerd in donorregister""","""2019""","""West Maas en Waal""","9,1"
"""Niet geregistreerd in donorregister""","""2020""","""West Maas en Waal""","8,7"
"""Niet geregistreerd in donorregister""","""2021*""","""West Maas en Waal""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Westerkwartier""","32,1"
"""Niet geregistreerd in donorregister""","""2020""","""Westerkwartier""","30,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Westerkwartier""","12,3"
"""Niet geregistreerd in donorregister""","""2019""","""Westerveld""",10
"""Niet geregistreerd in donorregister""","""2020""","""Westerveld""","9,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Westerveld""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Westervoort""","7,2"
"""Niet geregistreerd in donorregister""","""2020""","""Westervoort""","6,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Westervoort""",1
"""Niet geregistreerd in donorregister""","""2019""","""Westerwolde""","13,6"
"""Niet geregistreerd in donorregister""","""2020""","""Westerwolde""","13,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Westerwolde""","7,4"
"""Niet geregistreerd in donorregister""","""2019""","""Westland""",55
"""Niet geregistreerd in donorregister""","""2020""","""Westland""","52,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Westland""","8,6"
"""Niet geregistreerd in donorregister""","""2019""","""Weststellingwerf""",13
"""Niet geregistreerd in donorregister""","""2020""","""Weststellingwerf""","12,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Weststellingwerf""","1,9"
"""Niet geregistreerd in donorregister""","""2019""","""Westvoorne""","7,5"
"""Niet geregistreerd in donorregister""","""2020""","""Westvoorne""","7,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Westvoorne""",1
"""Niet geregistreerd in donorregister""","""2019""","""Wierden""","12,7"
"""Niet geregistreerd in donorregister""","""2020""","""Wierden""","12,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Wierden""",2
"""Niet geregistreerd in donorregister""","""2019""","""Wijchen""","19,2"
"""Niet geregistreerd in donorregister""","""2020""","""Wijchen""","17,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Wijchen""","3,2"
"""Niet geregistreerd in donorregister""","""2019""","""Wijdemeren""","11,9"
"""Niet geregistreerd in donorregister""","""2020""","""Wijdemeren""","11,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Wijdemeren""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Wijk bij Duurstede""","11,2"
"""Niet geregistreerd in donorregister""","""2020""","""Wijk bij Duurstede""","10,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Wijk bij Duurstede""","1,7"
"""Niet geregistreerd in donorregister""","""2019""","""Winterswijk""","14,4"
"""Niet geregistreerd in donorregister""","""2020""","""Winterswijk""","13,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Winterswijk""","2,2"
"""Niet geregistreerd in donorregister""","""2019""","""Woensdrecht""",11
"""Niet geregistreerd in donorregister""","""2020""","""Woensdrecht""","10,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Woensdrecht""","1,6"
"""Niet geregistreerd in donorregister""","""2019""","""Woerden""","25,2"
"""Niet geregistreerd in donorregister""","""2020""","""Woerden""","23,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Woerden""","4,2"
"""Niet geregistreerd in donorregister""","""2019""","""De Wolden""","12,2"
"""Niet geregistreerd in donorregister""","""2020""","""De Wolden""","11,7"
"""Niet geregistreerd in donorregister""","""2021*""","""De Wolden""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Wormerland""",8
"""Niet geregistreerd in donorregister""","""2020""","""Wormerland""","7,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Wormerland""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Woudenberg""","6,6"
"""Niet geregistreerd in donorregister""","""2020""","""Woudenberg""","6,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Woudenberg""","1,1"
"""Niet geregistreerd in donorregister""","""2019""","""Zaanstad""","81,9"
"""Niet geregistreerd in donorregister""","""2020""","""Zaanstad""","77,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Zaanstad""","11,3"
"""Niet geregistreerd in donorregister""","""2019""","""Zaltbommel""","14,7"
"""Niet geregistreerd in donorregister""","""2020""","""Zaltbommel""","14,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Zaltbommel""","2,6"
"""Niet geregistreerd in donorregister""","""2019""","""Zandvoort""","9,2"
"""Niet geregistreerd in donorregister""","""2020""","""Zandvoort""","8,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Zandvoort""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Zeewolde""","10,8"
